var,adjusted r,adjusted r-squared,r-squared,r,dataset,language,dim,window,algo
familiarity,0.396647197261938,0.157328999095751,0.157328999095751,0.396647197261938,es-guasch-2016.tsv,es,300,6,sg
motor content,0.583039690614962,0.33993528083239,0.355429353412703,0.596178960894045,es-san-miguel-abella-2019.tsv,es,300,6,sg
age of acquisition,0.590352648309383,0.348516249365902,0.364401438010844,0.603656721995907,es-san-miguel-abella-2019.tsv,es,300,6,sg
valence,0.624315270660123,0.389769557179423,0.398866359622528,0.631558674726686,es-stadthagen-gonzalez-2017.tsv,es,300,6,sg
arousal,0.573052654244528,0.328389344536698,0.336053598803473,0.579701301364308,es-stadthagen-gonzalez-2017.tsv,es,300,6,sg
happiness,0.540094916647055,0.291702518987989,0.29256702932151,0.540894656399479,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
disgust,0.553516426485223,0.306380434388972,0.307288445236587,0.554336039994323,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
anger,0.636645377519209,0.405317336716577,0.406518564005125,0.63758808333055,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
fear,0.625025001128243,0.39065625203536,0.391814028690532,0.625950500191934,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
sadness,0.619626051102051,0.383936443204321,0.385074304556074,0.620543555728423,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
valence,0.589137405443109,0.347082882492238,0.34811152201014,0.590009764334575,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
arousal,0.542276745068428,0.294064068242009,0.294935577430871,0.543079715539875,es-stadthagen-gonzalez-2018.tsv,es,300,6,sg
color vividness,0.381835592111637,0.145798419403245,0.145798419403245,0.381835592111637,es-diez-alamo-2018.tsv,es,50,1,cbow
visual motion,0.627908734788386,0.394269379223552,0.394269379223552,0.627908734788386,es-diez-alamo-2018.tsv,es,50,1,cbow
graspability,0.645908444061935,0.41719771811051,0.41719771811051,0.645908444061935,es-diez-alamo-2018.tsv,es,50,1,cbow
risk of pain,0.47852465595473,0.228985846356593,0.228985846356593,0.47852465595473,es-diez-alamo-2018.tsv,es,50,1,cbow
sound intensity,0.557609225871002,0.310928048776459,0.310928048776459,0.557609225871002,es-diez-alamo-2018.tsv,es,50,1,cbow
pleasant taste,0.698125281390863,0.487378908517071,0.487378908517071,0.698125281390863,es-diez-alamo-2018.tsv,es,50,1,cbow
smell intensity,0.610795409196057,0.373071031894979,0.373071031894979,0.610795409196057,es-diez-alamo-2018.tsv,es,50,1,cbow
sensory experience,0.524309057401865,0.274899987673632,0.27550108094114,0.524881968580689,es-diez-alamo-2019.tsv,es,50,1,cbow
valence,0.490849190377937,0.240932927694676,0.240932927694676,0.490849190377937,es-guasch-2016.tsv,es,50,1,cbow
arousal,0.571983308121934,0.327164904770111,0.327164904770111,0.571983308121934,es-guasch-2016.tsv,es,50,1,cbow
concreteness,0.729907912622599,0.53276556090908,0.53276556090908,0.729907912622599,es-guasch-2016.tsv,es,50,1,cbow
imageability,0.729747683497438,0.532531681569877,0.532531681569877,0.729747683497438,es-guasch-2016.tsv,es,50,1,cbow
context availability,0.378972180887064,0.143619913886297,0.143619913886297,0.378972180887064,es-guasch-2016.tsv,es,50,1,cbow
familiarity,0.363184396274083,0.13190290569697,0.13190290569697,0.363184396274083,es-guasch-2016.tsv,es,50,1,cbow
motor content,0.50328036147939,0.253291122250825,0.264835999330054,0.51462219086438,es-san-miguel-abella-2019.tsv,es,50,1,cbow
age of acquisition,0.477327998058598,0.227842017730629,0.238226937915786,0.488084969975296,es-san-miguel-abella-2019.tsv,es,50,1,cbow
valence,0.477678006416242,0.228176277813796,0.233501666837238,0.483220101855498,es-stadthagen-gonzalez-2017.tsv,es,50,1,cbow
arousal,0.486569351370424,0.236749733693035,0.242275217959811,0.49221460559375,es-stadthagen-gonzalez-2017.tsv,es,50,1,cbow
happiness,0.43027242841767,0.185134362656439,0.185683040021864,0.43090954969908,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
disgust,0.424665009430109,0.180340370234274,0.18087483978277,0.425293827586023,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
anger,0.514486321655156,0.264696175170252,0.265480647582325,0.515248141755334,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
fear,0.527534820504611,0.278292986844832,0.279117755735099,0.528315962029446,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
sadness,0.513291697450751,0.263468366671874,0.264249200263349,0.514051748623958,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
valence,0.456009322110257,0.207944501851456,0.208560780967842,0.456684553020837,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
arousal,0.462009794105908,0.213453049849784,0.21408565449083,0.462693910151009,es-stadthagen-gonzalez-2018.tsv,es,50,1,cbow
color vividness,0.347142417488372,0.120507858019671,0.120507858019671,0.347142417488372,es-diez-alamo-2018.tsv,es,50,1,sg
visual motion,0.684396463591403,0.468398519376419,0.468398519376419,0.684396463591403,es-diez-alamo-2018.tsv,es,50,1,sg
graspability,0.64418234701763,0.414970896209142,0.414970896209142,0.64418234701763,es-diez-alamo-2018.tsv,es,50,1,sg
risk of pain,0.518946235437545,0.269305195274799,0.269305195274799,0.518946235437545,es-diez-alamo-2018.tsv,es,50,1,sg
sound intensity,0.574510907530534,0.330062782871558,0.330062782871558,0.574510907530534,es-diez-alamo-2018.tsv,es,50,1,sg
pleasant taste,0.707983392613779,0.501240484216916,0.501240484216916,0.707983392613779,es-diez-alamo-2018.tsv,es,50,1,sg
smell intensity,0.621558967208812,0.386335549717684,0.386335549717684,0.621558967208812,es-diez-alamo-2018.tsv,es,50,1,sg
sensory experience,0.534232714094784,0.285404592809079,0.286028655329799,0.534816468828138,es-diez-alamo-2019.tsv,es,50,1,sg
valence,0.568002951174961,0.322627352543466,0.322627352543466,0.568002951174961,es-guasch-2016.tsv,es,50,1,sg
arousal,0.593020928533593,0.351673821678845,0.351673821678845,0.593020928533593,es-guasch-2016.tsv,es,50,1,sg
concreteness,0.750872092268912,0.563808898948293,0.563808898948293,0.750872092268912,es-guasch-2016.tsv,es,50,1,sg
imageability,0.745145672725352,0.555242073581317,0.555242073581317,0.745145672725352,es-guasch-2016.tsv,es,50,1,sg
context availability,0.419363829125582,0.17586602117887,0.17586602117887,0.419363829125582,es-guasch-2016.tsv,es,50,1,sg
familiarity,0.346218885640884,0.119867516774416,0.119867516774416,0.346218885640884,es-guasch-2016.tsv,es,50,1,sg
motor content,0.530157443976659,0.281066915403864,0.293877798630013,0.542104970121114,es-san-miguel-abella-2019.tsv,es,50,1,sg
age of acquisition,0.501067790805842,0.251068930983047,0.262512521744757,0.512359758123877,es-san-miguel-abella-2019.tsv,es,50,1,sg
valence,0.528549397561607,0.279364465662738,0.285884531960752,0.534681710890463,es-stadthagen-gonzalez-2017.tsv,es,50,1,sg
arousal,0.507641898573378,0.257700297187184,0.263714745083026,0.513531639807156,es-stadthagen-gonzalez-2017.tsv,es,50,1,sg
happiness,0.466116335398619,0.217264438125438,0.217908338467874,0.466806532160674,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
disgust,0.472975501613492,0.223705825126534,0.224368815621651,0.473675855012319,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
anger,0.561197975245478,0.314943167419625,0.315876555391901,0.562028963125479,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
fear,0.567199993432964,0.321715832550354,0.322669292474739,0.568039868736992,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
sadness,0.562043322057311,0.315892695869218,0.316828897931545,0.562875561675532,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
valence,0.50828201864825,0.25835061048114,0.259116276726352,0.509034651793325,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
arousal,0.486677663348901,0.236855148002746,0.237557108766425,0.487398306076689,es-stadthagen-gonzalez-2018.tsv,es,50,1,sg
color vividness,0.366111935213745,0.134037949105953,0.134037949105953,0.366111935213745,es-diez-alamo-2018.tsv,es,50,2,cbow
visual motion,0.673600809665496,0.453738050782011,0.453738050782011,0.673600809665496,es-diez-alamo-2018.tsv,es,50,2,cbow
graspability,0.66517078341029,0.442452171102659,0.442452171102659,0.66517078341029,es-diez-alamo-2018.tsv,es,50,2,cbow
risk of pain,0.510251290536957,0.26035637949463,0.26035637949463,0.510251290536957,es-diez-alamo-2018.tsv,es,50,2,cbow
sound intensity,0.577601566559731,0.333623569692255,0.333623569692255,0.577601566559731,es-diez-alamo-2018.tsv,es,50,2,cbow
pleasant taste,0.708192000336324,0.501535909340364,0.501535909340364,0.708192000336324,es-diez-alamo-2018.tsv,es,50,2,cbow
smell intensity,0.628415977992112,0.394906641395783,0.394906641395783,0.628415977992112,es-diez-alamo-2018.tsv,es,50,2,cbow
sensory experience,0.517555395849908,0.267863587773355,0.268449295326796,0.518120927319864,es-diez-alamo-2019.tsv,es,50,2,cbow
valence,0.575881396972753,0.331639383379289,0.331639383379289,0.575881396972753,es-guasch-2016.tsv,es,50,2,cbow
arousal,0.5852885980455,0.342562743002067,0.342562743002067,0.5852885980455,es-guasch-2016.tsv,es,50,2,cbow
concreteness,0.725942003167791,0.526991791963266,0.526991791963266,0.725942003167791,es-guasch-2016.tsv,es,50,2,cbow
imageability,0.715618597287247,0.512109976783368,0.512109976783368,0.715618597287247,es-guasch-2016.tsv,es,50,2,cbow
context availability,0.390628383256414,0.15259053380552,0.15259053380552,0.390628383256414,es-guasch-2016.tsv,es,50,2,cbow
familiarity,0.37450242116172,0.14025206345599,0.14025206345599,0.37450242116172,es-guasch-2016.tsv,es,50,2,cbow
motor content,0.512798658163677,0.262962463814468,0.274948155591627,0.524354990051232,es-san-miguel-abella-2019.tsv,es,50,2,cbow
age of acquisition,0.507726219386745,0.257785913852757,0.269535661185945,0.519168239770063,es-san-miguel-abella-2019.tsv,es,50,2,cbow
valence,0.520261149024505,0.270671663184298,0.276988848817657,0.526297300788876,es-stadthagen-gonzalez-2017.tsv,es,50,2,cbow
arousal,0.488891356428222,0.239014758390227,0.244593105898422,0.494563550919821,es-stadthagen-gonzalez-2017.tsv,es,50,2,cbow
happiness,0.459749347701034,0.211369462711527,0.211995892285528,0.460430116614376,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
disgust,0.447468344603735,0.200227919422407,0.20082132912624,0.44813092855352,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
anger,0.540033329582747,0.291635997060228,0.292500310244632,0.540832978140787,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
fear,0.55262739402259,0.305397036624199,0.306302133004252,0.55344569110641,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
sadness,0.536989776290592,0.28835801984062,0.289212618178579,0.537784918139752,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
valence,0.500977807409867,0.250978763517198,0.251722582032402,0.501719624922528,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
arousal,0.468015683937492,0.219038680411478,0.219687839024552,0.468708693139515,es-stadthagen-gonzalez-2018.tsv,es,50,2,cbow
color vividness,0.397452976080855,0.157968868195529,0.157968868195529,0.397452976080855,es-diez-alamo-2018.tsv,es,50,2,sg
visual motion,0.705765419750789,0.498104827716007,0.498104827716007,0.705765419750789,es-diez-alamo-2018.tsv,es,50,2,sg
graspability,0.717479111963346,0.514776276103711,0.514776276103711,0.717479111963346,es-diez-alamo-2018.tsv,es,50,2,sg
risk of pain,0.513100886231347,0.263272519451394,0.263272519451394,0.513100886231347,es-diez-alamo-2018.tsv,es,50,2,sg
sound intensity,0.613076739221434,0.375863088174386,0.375863088174386,0.613076739221434,es-diez-alamo-2018.tsv,es,50,2,sg
pleasant taste,0.704488969650423,0.496304708359114,0.496304708359114,0.704488969650423,es-diez-alamo-2018.tsv,es,50,2,sg
smell intensity,0.626768690337528,0.39283899118742,0.39283899118742,0.626768690337528,es-diez-alamo-2018.tsv,es,50,2,sg
sensory experience,0.539399349068384,0.290951657775397,0.291587849446917,0.539988749370686,es-diez-alamo-2019.tsv,es,50,2,sg
valence,0.604917648865929,0.365925361909484,0.365925361909484,0.604917648865929,es-guasch-2016.tsv,es,50,2,sg
arousal,0.608558840698007,0.370343862591702,0.370343862591702,0.608558840698007,es-guasch-2016.tsv,es,50,2,sg
concreteness,0.750227360191502,0.56284109197991,0.56284109197991,0.750227360191502,es-guasch-2016.tsv,es,50,2,sg
imageability,0.742079024678505,0.550681278867801,0.550681278867801,0.742079024678505,es-guasch-2016.tsv,es,50,2,sg
context availability,0.436760723797161,0.19075992985182,0.19075992985182,0.436760723797161,es-guasch-2016.tsv,es,50,2,sg
familiarity,0.388163144891782,0.150670627052279,0.150670627052279,0.388163144891782,es-guasch-2016.tsv,es,50,2,sg
motor content,0.550609768914931,0.303171117624554,0.316989498844729,0.563018204718754,es-san-miguel-abella-2019.tsv,es,50,2,sg
age of acquisition,0.537421449485403,0.288821814366992,0.301986161838139,0.549532675860262,es-san-miguel-abella-2019.tsv,es,50,2,sg
valence,0.538800522986645,0.290306003570683,0.297081433600776,0.545051771486688,es-stadthagen-gonzalez-2017.tsv,es,50,2,sg
arousal,0.51861387904687,0.268960355540041,0.275237601092722,0.524630918925603,es-stadthagen-gonzalez-2017.tsv,es,50,2,sg
happiness,0.469939834612935,0.220843448156033,0.221497955507164,0.470635692980425,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
disgust,0.487485305315322,0.237641922898373,0.238346215404095,0.488207143950286,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
anger,0.579606010960552,0.335943127941604,0.33693875289057,0.580464256341913,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
fear,0.589389891796422,0.347380444551798,0.348409965945785,0.590262624554346,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
sadness,0.572203180955268,0.327416480295327,0.328386835064845,0.573050464675534,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
valence,0.523712982365829,0.274275287898511,0.275088149650409,0.524488464744849,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
arousal,0.4994296069142,0.249429932262472,0.250169160551204,0.500169131945589,es-stadthagen-gonzalez-2018.tsv,es,50,2,sg
color vividness,,-0.00178972706629066,-0.00178972706629066,,es-diez-alamo-2018.tsv,es,50,3,cbow
visual motion,0.295701157279396,0.0874391744163739,0.0874391744163739,0.295701157279396,es-diez-alamo-2018.tsv,es,50,3,cbow
graspability,0.225379248998177,0.0507958058789821,0.0507958058789821,0.225379248998177,es-diez-alamo-2018.tsv,es,50,3,cbow
risk of pain,0.0732001229683552,0.00535825800258233,0.00535825800258233,0.0732001229683552,es-diez-alamo-2018.tsv,es,50,3,cbow
sound intensity,0.224124178377238,0.0502316473332721,0.0502316473332721,0.224124178377238,es-diez-alamo-2018.tsv,es,50,3,cbow
pleasant taste,0.27801922545109,0.0772946897204241,0.0772946897204241,0.27801922545109,es-diez-alamo-2018.tsv,es,50,3,cbow
smell intensity,0.204177727103004,0.0416885442449488,0.0416885442449488,0.204177727103004,es-diez-alamo-2018.tsv,es,50,3,cbow
sensory experience,0.243644202351115,0.0593624973393109,0.0594922987183327,0.243910431753816,es-diez-alamo-2019.tsv,es,50,3,cbow
valence,0.242078211551994,0.0586018605082118,0.0586018605082118,0.242078211551994,es-guasch-2016.tsv,es,50,3,cbow
arousal,0.317123008391133,0.100567002451043,0.100567002451043,0.317123008391133,es-guasch-2016.tsv,es,50,3,cbow
concreteness,0.505367957661167,0.255396772630619,0.255396772630619,0.505367957661167,es-guasch-2016.tsv,es,50,3,cbow
imageability,0.530909341404215,0.281864728790257,0.281864728790257,0.530909341404215,es-guasch-2016.tsv,es,50,3,cbow
context availability,0.171693046681781,0.0294785022788722,0.0294785022788722,0.171693046681781,es-guasch-2016.tsv,es,50,3,cbow
familiarity,0.0950826578267473,0.00904071181939831,0.00904071181939831,0.0950826578267473,es-guasch-2016.tsv,es,50,3,cbow
motor content,0.30100777380112,0.0906056798887065,0.0947354394621954,0.307791227071526,es-san-miguel-abella-2019.tsv,es,50,3,cbow
age of acquisition,0.355567931181924,0.126428553684993,0.132191101138799,0.363580941660586,es-san-miguel-abella-2019.tsv,es,50,3,cbow
valence,0.259320379050983,0.0672470589911454,0.0688165330540997,0.262329054917864,es-stadthagen-gonzalez-2017.tsv,es,50,3,cbow
arousal,0.246406201823876,0.0607160162972688,0.0621330628449404,0.249265045373274,es-stadthagen-gonzalez-2017.tsv,es,50,3,cbow
happiness,0.224120192996967,0.0502298609089975,0.0503787256975424,0.224452056567861,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
disgust,0.238937659649302,0.0570912051986855,0.0572604047552017,0.239291464024945,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
anger,0.287045152838891,0.0823949197683024,0.0826391112131224,0.287470191868866,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
fear,0.29449643476724,0.086728150090615,0.0869851838050327,0.294932507202975,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
sadness,0.28222254187544,0.0796495631426344,0.0798856182532866,0.282640439875978,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
valence,0.244742547477743,0.0598989145458953,0.0600764352295399,0.24510494737875,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
arousal,0.246257700315322,0.060642854964591,0.0608225804429755,0.246622343762635,es-stadthagen-gonzalez-2018.tsv,es,50,3,cbow
color vividness,0.407923388490582,0.166401490877638,0.166401490877638,0.407923388490582,es-diez-alamo-2018.tsv,es,50,3,sg
visual motion,0.703984267705027,0.495593849176184,0.495593849176184,0.703984267705027,es-diez-alamo-2018.tsv,es,50,3,sg
graspability,0.715132254449751,0.511414141354384,0.511414141354384,0.715132254449751,es-diez-alamo-2018.tsv,es,50,3,sg
risk of pain,0.540046349746249,0.291650059874248,0.291650059874248,0.540046349746249,es-diez-alamo-2018.tsv,es,50,3,sg
sound intensity,0.611842177450995,0.374350850107974,0.374350850107974,0.611842177450995,es-diez-alamo-2018.tsv,es,50,3,sg
pleasant taste,0.709227459134805,0.503003588790811,0.503003588790811,0.709227459134805,es-diez-alamo-2018.tsv,es,50,3,sg
smell intensity,0.625865703057063,0.391707878263111,0.391707878263111,0.625865703057063,es-diez-alamo-2018.tsv,es,50,3,sg
sensory experience,0.547464887522789,0.29971780307034,0.300373162698044,0.548063101018527,es-diez-alamo-2019.tsv,es,50,3,sg
valence,0.627862451675846,0.394211258224403,0.394211258224403,0.627862451675846,es-guasch-2016.tsv,es,50,3,sg
arousal,0.600189405384809,0.360227322336171,0.360227322336171,0.600189405384809,es-guasch-2016.tsv,es,50,3,sg
concreteness,0.735835266660739,0.541453539661681,0.541453539661681,0.735835266660739,es-guasch-2016.tsv,es,50,3,sg
imageability,0.730412735525321,0.533502764217582,0.533502764217582,0.730412735525321,es-guasch-2016.tsv,es,50,3,sg
context availability,0.423262619444596,0.179151245019101,0.179151245019101,0.423262619444596,es-guasch-2016.tsv,es,50,3,sg
familiarity,0.375964377647354,0.141349213259762,0.141349213259762,0.375964377647354,es-guasch-2016.tsv,es,50,3,sg
motor content,0.553612893709354,0.306487236081245,0.320456764248942,0.566089007355683,es-san-miguel-abella-2019.tsv,es,50,3,sg
age of acquisition,0.529633343717121,0.280511478776978,0.293297045491733,0.541569058838975,es-san-miguel-abella-2019.tsv,es,50,3,sg
valence,0.562276206459088,0.316154532350023,0.323533239253385,0.568799823534946,es-stadthagen-gonzalez-2017.tsv,es,50,3,sg
arousal,0.507493817369532,0.2575499746683,0.263560914198156,0.513381840541868,es-stadthagen-gonzalez-2017.tsv,es,50,3,sg
happiness,0.492994587146092,0.243043662955346,0.243763964442116,0.49372458359101,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
disgust,0.503336042814355,0.253347171996014,0.254098009695046,0.504081352258786,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
anger,0.587048857203257,0.34462636074365,0.34564771993897,0.587918123499327,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
fear,0.596240920279536,0.355503235015788,0.356556829689353,0.597123797624373,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
sadness,0.580951706524284,0.337504885313477,0.338505138797676,0.581811944529911,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
valence,0.543544122319582,0.295440212908165,0.296315800537242,0.544348969446294,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
arousal,0.48903493991293,0.239155172455643,0.239863949735388,0.489759073152696,es-stadthagen-gonzalez-2018.tsv,es,50,3,sg
color vividness,0.123373332844223,0.0152209792570914,0.0152209792570914,0.123373332844223,es-diez-alamo-2018.tsv,es,50,4,cbow
visual motion,0.193726932366833,0.0375301243242636,0.0375301243242636,0.193726932366833,es-diez-alamo-2018.tsv,es,50,4,cbow
graspability,0.194424045764476,0.0378007095714269,0.0378007095714269,0.194424045764476,es-diez-alamo-2018.tsv,es,50,4,cbow
risk of pain,,-0.0221915758443605,-0.0221915758443605,,es-diez-alamo-2018.tsv,es,50,4,cbow
sound intensity,0.172414696389148,0.0297268275309622,0.0297268275309622,0.172414696389148,es-diez-alamo-2018.tsv,es,50,4,cbow
pleasant taste,0.235222958085434,0.0553298400104618,0.0553298400104618,0.235222958085434,es-diez-alamo-2018.tsv,es,50,4,cbow
smell intensity,0.223148964770737,0.0497954604782515,0.0497954604782515,0.223148964770737,es-diez-alamo-2018.tsv,es,50,4,cbow
sensory experience,0.212920872862023,0.0453352981003256,0.0454344277608949,0.21315353096042,es-diez-alamo-2019.tsv,es,50,4,cbow
valence,0.220165056330217,0.0484726520288878,0.0484726520288878,0.220165056330217,es-guasch-2016.tsv,es,50,4,cbow
arousal,0.262293087015273,0.0687976634960014,0.0687976634960014,0.262293087015273,es-guasch-2016.tsv,es,50,4,cbow
concreteness,0.523469749378544,0.274020578514435,0.274020578514435,0.523469749378544,es-guasch-2016.tsv,es,50,4,cbow
imageability,0.550503847722228,0.303054486356978,0.303054486356978,0.550503847722228,es-guasch-2016.tsv,es,50,4,cbow
context availability,0.187694348616503,0.0352291685025732,0.0352291685025732,0.187694348616503,es-guasch-2016.tsv,es,50,4,cbow
familiarity,,-0.00493906554744739,-0.00493906554744739,,es-guasch-2016.tsv,es,50,4,cbow
motor content,0.292278081054814,0.0854264766650841,0.089320170860309,0.298864803649257,es-san-miguel-abella-2019.tsv,es,50,4,cbow
age of acquisition,0.344177633346475,0.11845824329598,0.123857508164487,0.351933954264841,es-san-miguel-abella-2019.tsv,es,50,4,cbow
valence,0.227803673391015,0.0518945136104404,0.0531056757689512,0.230446687476629,es-stadthagen-gonzalez-2017.tsv,es,50,4,cbow
arousal,0.231897128699773,0.053776278299199,0.0550313588225557,0.23458763569838,es-stadthagen-gonzalez-2017.tsv,es,50,4,cbow
happiness,0.189529635289533,0.0359214826529835,0.0360279421140009,0.189810279263271,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
disgust,0.220306878397454,0.0485351206692304,0.048678962805057,0.220633095443673,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
anger,0.269436794940785,0.0725961864679624,0.0728113376898081,0.269835760583745,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
fear,0.26555433257591,0.070519103549837,0.0707280989810076,0.265947549304384,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
sadness,0.257629555967706,0.0663729881081173,0.0665696958166595,0.258011038168253,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
valence,0.207324774489773,0.042983562117235,0.0431109512592651,0.207631768424933,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
arousal,0.23303207372047,0.0543039473824624,0.054464886423462,0.233377133463118,es-stadthagen-gonzalez-2018.tsv,es,50,4,cbow
color vividness,0.389530888924739,0.151734313426497,0.151734313426497,0.389530888924739,es-diez-alamo-2018.tsv,es,50,4,sg
visual motion,0.710678915808456,0.505064521374682,0.505064521374682,0.710678915808456,es-diez-alamo-2018.tsv,es,50,4,sg
graspability,0.701211609783842,0.491697721695648,0.491697721695648,0.701211609783842,es-diez-alamo-2018.tsv,es,50,4,sg
risk of pain,0.556930798559671,0.310171914384313,0.310171914384313,0.556930798559671,es-diez-alamo-2018.tsv,es,50,4,sg
sound intensity,0.600636483072787,0.360764184798047,0.360764184798047,0.600636483072787,es-diez-alamo-2018.tsv,es,50,4,sg
pleasant taste,0.702889165572349,0.494053179078993,0.494053179078993,0.702889165572349,es-diez-alamo-2018.tsv,es,50,4,sg
smell intensity,0.629322377147485,0.396046654378561,0.396046654378561,0.629322377147485,es-diez-alamo-2018.tsv,es,50,4,sg
sensory experience,0.535227593831819,0.286468577198999,0.287094966216198,0.535812435667741,es-diez-alamo-2019.tsv,es,50,4,sg
valence,0.609655607602665,0.371679959881375,0.371679959881375,0.609655607602665,es-guasch-2016.tsv,es,50,4,sg
arousal,0.625863998116504,0.391705744138376,0.391705744138376,0.625863998116504,es-guasch-2016.tsv,es,50,4,sg
concreteness,0.728426292745153,0.530604863962447,0.530604863962447,0.728426292745153,es-guasch-2016.tsv,es,50,4,sg
imageability,0.725768688655085,0.526740189432121,0.526740189432121,0.725768688655085,es-guasch-2016.tsv,es,50,4,sg
context availability,0.419392981602877,0.175890473017751,0.175890473017751,0.419392981602877,es-guasch-2016.tsv,es,50,4,sg
familiarity,0.384570830898939,0.1478947239783,0.1478947239783,0.384570830898939,es-guasch-2016.tsv,es,50,4,sg
motor content,0.551192864060974,0.303813573391739,0.317661237410281,0.563614440384809,es-san-miguel-abella-2019.tsv,es,50,4,sg
age of acquisition,0.522655669754106,0.273168949126113,0.285619847173776,0.534434137358175,es-san-miguel-abella-2019.tsv,es,50,4,sg
valence,0.555755510276686,0.308864187202899,0.316072745288008,0.562203473208774,es-stadthagen-gonzalez-2017.tsv,es,50,4,sg
arousal,0.515267051051788,0.265500133899606,0.271696621599109,0.521245260505176,es-stadthagen-gonzalez-2017.tsv,es,50,4,sg
happiness,0.480616972660361,0.23099267440921,0.231677260729161,0.481328641085445,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
disgust,0.503051472263393,0.253060783746368,0.253810772684813,0.503796360333035,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
anger,0.583303302614198,0.340242742840631,0.341251110434135,0.584167022720502,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
fear,0.594802445769412,0.353789949493274,0.354838466552001,0.595683193108553,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
sadness,0.580307111116993,0.33675634321295,0.337754378264538,0.581166394644888,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
valence,0.535762002868159,0.287040923717301,0.287891618615507,0.536555326704998,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
arousal,0.503457722917033,0.253469678764804,0.25422087953361,0.50420321253797,es-stadthagen-gonzalez-2018.tsv,es,50,4,sg
color vividness,0.187303801616257,0.0350827140999023,0.0350827140999023,0.187303801616257,es-diez-alamo-2018.tsv,es,50,5,cbow
visual motion,0.279383973299517,0.0780554045366252,0.0780554045366252,0.279383973299517,es-diez-alamo-2018.tsv,es,50,5,cbow
graspability,0.269154895179068,0.072444357598855,0.072444357598855,0.269154895179068,es-diez-alamo-2018.tsv,es,50,5,cbow
risk of pain,0.0795026752329139,0.00632067536919018,0.00632067536919018,0.0795026752329139,es-diez-alamo-2018.tsv,es,50,5,cbow
sound intensity,0.184709713446197,0.0341176782413762,0.0341176782413762,0.184709713446197,es-diez-alamo-2018.tsv,es,50,5,cbow
pleasant taste,0.31719679192598,0.100613804808133,0.100613804808133,0.31719679192598,es-diez-alamo-2018.tsv,es,50,5,cbow
smell intensity,0.265335711777222,0.0704030399443249,0.0704030399443249,0.265335711777222,es-diez-alamo-2018.tsv,es,50,5,cbow
